"","Path","Completeness","Redundancy"
"4494","GCF_000617725.2.fna.gz",99.97,0.04
"4495","GCA_003606425.1.fna.gz",99.26,0.16
"4496","GCF_001297765.1.fna.gz",100,0.23
"4497","GCF_016635305.1.fna.gz",100,0.34
"4498","GCF_900461635.1.fna.gz",99.35,0.11
"4499","GCF_002851495.1.fna.gz",100,0.27
"4500","GCF_900147705.1.fna.gz",99.33,0.35
"4501","GCF_002264685.1.fna.gz",100,0.12
"4502","GCF_001907435.1.fna.gz",99.97,0.33
"4503","GCF_014267405.1.fna.gz",99.99,0.79
"4504","GCF_900501925.1.fna.gz",100,0.33
"4505","GCF_900451125.1.fna.gz",100,0.66
"4506","GCF_003625835.1.fna.gz",99.45,0.27
"4507","GCF_013464725.1.fna.gz",100,0
"4508","GCF_016804285.1.fna.gz",100,0
"4509","GCF_001576545.1.fna.gz",99.67,0.04
"4510","GCF_006385985.1.fna.gz",100,0.07
"4511","GCF_011605305.1.fna.gz",99.93,0.1
"4512","GCF_000711515.1.fna.gz",99.97,6.87
"4513","GCF_006233335.1.fna.gz",99.97,0.1
"4514","GCF_001025835.1.fna.gz",99.3,2.31
"4515","GCF_000351305.1.fna.gz",99.97,0.15
"4516","GCF_006971785.1.fna.gz",99.68,0.36
"4517","GCF_002326195.1.fna.gz",99.68,0.11
"4518","GCF_002045465.1.fna.gz",100,0.07
"4519","GCF_002239865.1.fna.gz",99.98,0.63
"4520","GCF_009387775.1.fna.gz",100,0.63
"4521","GCF_900594485.1.fna.gz",100,0.04
"4522","GCF_001859945.1.fna.gz",99.51,0.21
"4523","GCF_900585815.1.fna.gz",99.68,0.14
"4524","GCF_017582655.1.fna.gz",100,0.05
"4525","GCA_016903935.1.fna.gz",99.97,1.04
"4526","GCF_014489185.1.fna.gz",99.68,0.94
"4527","GCA_009818275.1.fna.gz",99.82,0
"4528","GCF_003851905.1.fna.gz",100,0.27
"4529","GCF_003117165.1.fna.gz",100,0.06
"4530","GCF_002290285.1.fna.gz",100,1.32
"4531","GCF_000795065.1.fna.gz",99.27,0.11
"4532","GCF_004309055.1.fna.gz",100,0.33
"4533","GCF_900591985.1.fna.gz",100,0.11
"4534","GCF_019054395.1.fna.gz",99.67,0.14
"4535","GCF_000988525.3.fna.gz",100,0.37
"4536","GCF_001922085.1.fna.gz",100,0.47
"4537","GCA_000486425.1.fna.gz",99.88,0.61
"4538","GCF_003259905.1.fna.gz",99.6,0.9
"4539","GCF_016648095.1.fna.gz",100,0.31
"4540","GCF_002507455.1.fna.gz",99.97,0.33
"4541","GCF_000283835.1.fna.gz",99.59,0
"4542","GCF_900451065.1.fna.gz",99.43,0.34
"4543","GCF_014193435.1.fna.gz",99.31,1.45
"4544","GCF_016337295.1.fna.gz",99.93,0.32
"4545","GCF_002229245.1.fna.gz",99.97,0.97
"4546","GCF_004311905.1.fna.gz",100,0.17
"4547","GCF_002229935.1.fna.gz",99.97,0.36
"4548","GCF_003570335.1.fna.gz",99.81,0.64
"4549","GCF_900088415.1.fna.gz",99.91,1.72
"4550","GCF_002195325.1.fna.gz",99.97,0.19
"4551","GCF_002176795.1.fna.gz",99.97,0.04
"4552","GCF_018441385.1.fna.gz",100,0
"4553","GCF_002846435.1.fna.gz",99.18,0.02
"4554","GCF_002903365.1.fna.gz",100,0.33
"4555","GCF_013085745.1.fna.gz",99.97,1.17
"4556","GCF_001283445.1.fna.gz",99.62,0.35
"4557","GCF_014163735.1.fna.gz",97.55,0.57
"4558","GCA_903995745.1.fna.gz",97.5,0.42
"4559","GCA_903853545.1.fna.gz",97.34,0.98
"4560","GCA_016790205.1.fna.gz",97.01,1.75
"4561","GCF_016918775.1.fna.gz",97.81,0
"4562","GCA_903910625.1.fna.gz",97.76,1.66
"4563","GCF_001038205.1.fna.gz",97.74,1.14
"4564","GCA_016699715.1.fna.gz",97.71,3.05
"4565","GCF_002002445.1.fna.gz",97.04,0.57
"4566","GCA_903848175.1.fna.gz",97.71,1.18
"4567","GCA_903814095.1.fna.gz",97.02,1.32
"4568","GCA_900452195.1.fna.gz",97.49,0.14
"4569","GCF_000152885.1.fna.gz",97.09,0.12
"4570","GCA_013298565.1.fna.gz",97.61,0.65
"4571","GCA_903958375.1.fna.gz",97.86,0.3
"4572","GCA_009773375.1.fna.gz",97.21,0.86
"4573","GCF_001862265.1.fna.gz",97.23,0.61
"4574","GCF_017742755.1.fna.gz",97.25,0
"4575","GCA_002414045.1.fna.gz",97.71,1.04
"4576","GCA_900451325.1.fna.gz",97.93,0.39
"4577","GCF_003999035.1.fna.gz",97.61,0.72
"4578","GCA_903853375.1.fna.gz",97.26,1.37
"4579","GCA_002469625.1.fna.gz",97.15,0.72
"4580","GCA_018823725.1.fna.gz",97.46,2.7
"4581","GCF_016792205.1.fna.gz",97.79,0.54
"4582","GCA_900456425.1.fna.gz",97.51,0.25
"4583","GCA_903937405.1.fna.gz",97.63,3.08
"4584","GCF_002056005.1.fna.gz",97.35,0.06
"4585","GCA_903813675.1.fna.gz",97.68,0
"4586","GCF_000778635.1.fna.gz",97.04,0.68
"4587","GCF_004349795.1.fna.gz",97.92,0.23
"4588","GCA_014723175.1.fna.gz",97.78,1.42
"4589","GCF_007000315.1.fna.gz",97.71,0.85
"4590","GCA_018242255.1.fna.gz",97.53,0.41
"4591","GCF_000312425.1.fna.gz",97.47,0.5
"4592","GCF_003970425.1.fna.gz",97.95,5.78
"4593","GCA_018901585.1.fna.gz",97.72,2.07
"4594","GCF_000742255.1.fna.gz",97.56,0.69
"4595","GCA_004298045.1.fna.gz",97.99,1.12
"4596","GCA_015487235.1.fna.gz",97.62,1.16
"4597","GCA_002482645.1.fna.gz",97.79,1
"4598","GCA_903813775.1.fna.gz",97.68,0
"4599","GCF_001649255.1.fna.gz",97.32,0.33
"4600","GCA_903857685.1.fna.gz",97.35,2.86
"4601","GCF_001615535.1.fna.gz",97.85,1.6
"4602","GCF_001298715.1.fna.gz",97.68,0
"4603","GCF_009738265.1.fna.gz",97.84,0.18
"4604","GCA_017643025.1.fna.gz",97.79,0.75
"4605","GCA_016199745.1.fna.gz",97.56,2.88
"4606","GCF_001246585.1.fna.gz",97.03,0.26
"4607","GCA_002365135.1.fna.gz",97.92,1.11
"4608","GCA_008867515.1.fna.gz",97.93,4.55
"4609","GCF_001142305.1.fna.gz",97.01,0.47
"4610","GCA_900449185.1.fna.gz",97.77,0.04
"4611","GCA_902645635.1.fna.gz",97.01,0.44
"4612","GCA_015488685.1.fna.gz",97.97,2.85
"4613","GCA_002477345.1.fna.gz",97.46,0.26
"4614","GCA_016793705.1.fna.gz",97.48,2.9
"4615","GCF_903166115.1.fna.gz",97.85,0.99
"4616","GCA_015491865.1.fna.gz",97.17,0.23
"4617","GCA_016712595.1.fna.gz",97.04,0.75
"4618","GCA_903924515.1.fna.gz",97.41,3.91
"4619","GCA_018607915.1.fna.gz",97.43,0
"4620","GCA_017302415.1.fna.gz",97.14,4.39
"4621","GCA_004962785.1.fna.gz",97.62,2.15
"4622","GCA_014338185.1.fna.gz",97.13,1.25
"4623","GCA_018371595.1.fna.gz",97.11,2.61
"4624","GCF_003987015.1.fna.gz",97.74,1.09
"4625","GCA_002364155.1.fna.gz",97.4,0.37
"4626","GCA_002340585.1.fna.gz",97.41,0
"4627","GCF_000153205.1.fna.gz",97.24,0.96
"4628","GCA_902643175.1.fna.gz",97.93,2.42
"4629","GCF_000171915.1.fna.gz",97.76,0.04
"4630","GCA_018813765.1.fna.gz",97.94,0.44
"4631","GCF_003199565.1.fna.gz",97.01,0.91
"4632","GCF_001256755.1.fna.gz",97.9,0.26
"4633","GCA_001874255.1.fna.gz",97.38,0.37
"4634","GCA_018812525.1.fna.gz",97.5,0.68
"4635","GCA_010029235.1.fna.gz",97.53,1.03
"4636","GCF_007829435.1.fna.gz",97.91,0.69
"4637","GCA_903813825.1.fna.gz",97.68,0.66
"4638","GCF_000751075.1.fna.gz",97.48,2.1
"4639","GCA_903876395.1.fna.gz",97.21,2.6
"4640","GCA_903961245.1.fna.gz",97.98,0.97
"4641","GCA_903844215.1.fna.gz",97.31,0.45
"4642","GCA_903940175.1.fna.gz",97.38,2.92
"4643","GCA_005223255.1.fna.gz",97.17,0.93
"4644","GCA_910587405.1.fna.gz",97.85,0
"4645","GCF_013282935.1.fna.gz",97.5,0
"4646","GCA_903913385.1.fna.gz",97.82,1.58
"4647","GCA_903872535.1.fna.gz",97.38,1.43
"4648","GCA_018674495.1.fna.gz",97.01,2.47
"4649","GCA_902643065.1.fna.gz",97.65,1.11
"4650","GCA_016790265.1.fna.gz",97.93,0
"4651","GCF_000566225.1.fna.gz",97.33,0.26
"4652","GCF_900144295.1.fna.gz",97.62,0.11
"4653","GCA_002322825.1.fna.gz",97.93,1.03
"4654","GCF_014490265.1.fna.gz",97.19,0.44
"4655","GCA_011088045.1.fna.gz",97.91,8.65
"4656","GCF_000416175.1.fna.gz",97.69,0.89
"4657","GCA_003450315.1.fna.gz",95.44,0
"4658","GCA_002928955.1.fna.gz",95.43,1.51
"4659","GCA_002432185.1.fna.gz",95.9,0.27
"4660","GCF_014672695.1.fna.gz",95.48,0
"4661","GCF_002866925.1.fna.gz",95.58,5.02
"4662","GCA_903918195.1.fna.gz",95.82,1
"4663","GCF_014195635.1.fna.gz",95.27,0.73
"4664","GCF_001036985.1.fna.gz",95.66,0.61
"4665","GCA_002483855.1.fna.gz",95.63,0.79
"4666","GCA_903897945.1.fna.gz",95.3,2.43
"4667","GCF_002875985.1.fna.gz",95.7,0.54
"4668","GCF_018881925.1.fna.gz",95.82,0.8
"4669","GCA_905234035.1.fna.gz",95.29,0.29
"4670","GCF_002876115.1.fna.gz",95.7,0.45
"4671","GCA_014132315.1.fna.gz",95.1,0.47
"4672","GCF_000566245.1.fna.gz",95.48,0.43
"4673","GCF_003244725.1.fna.gz",95.62,0.69
"4674","GCA_903934025.1.fna.gz",95.16,3.95
"4675","GCA_001438335.1.fna.gz",95.32,4.27
"4676","GCA_015488885.1.fna.gz",95.89,1.71
"4677","GCA_002388765.1.fna.gz",95.83,0.43
"4678","GCA_903882385.1.fna.gz",95.85,1.66
"4679","GCA_902579115.1.fna.gz",95.98,0
"4680","GCA_015075505.1.fna.gz",95.82,1.57
"4681","GCF_002876715.1.fna.gz",95.43,0.59
"4682","GCA_016702655.1.fna.gz",95.91,3.89
"4683","GCA_903813695.1.fna.gz",95.7,0
"4684","GCA_903848095.1.fna.gz",95.92,2.69
"4685","GCF_005146805.1.fna.gz",95.7,0.64
"4686","GCA_003133245.1.fna.gz",95.95,0.36
"4687","GCA_016793065.1.fna.gz",96,6.57
"4688","GCF_002092975.1.fna.gz",95.79,1.1
"4689","GCA_900316375.1.fna.gz",95.29,0
"4690","GCF_001021085.1.fna.gz",95.72,0
"4691","GCA_003534235.1.fna.gz",95.22,0.04
"4692","GCA_012961935.1.fna.gz",95.01,3.09
"4693","GCA_018820825.1.fna.gz",95.06,2.5
"4694","GCA_016868295.1.fna.gz",95.73,1.81
"4695","GCA_905193425.1.fna.gz",95.5,0.62
"4696","GCA_009693505.1.fna.gz",95.12,2.45
"4697","GCA_903890935.1.fna.gz",95.77,3.66
"4698","GCA_013373515.1.fna.gz",95.11,4.87
"4699","GCA_903934675.1.fna.gz",95.04,3.65
"4700","GCA_016776945.1.fna.gz",95.78,4.84
"4701","GCA_902645805.1.fna.gz",95.01,0.78
"4702","GCA_000500605.1.fna.gz",95.37,2.46
"4703","GCA_017984435.1.fna.gz",95.22,0.12
"4704","GCA_905196645.1.fna.gz",95.02,0.59
"4705","GCA_903843375.1.fna.gz",95.71,4.76
"4706","GCA_903898615.1.fna.gz",95.38,3.56
"4707","GCF_003966715.1.fna.gz",95.82,0.16
"4708","GCF_004307605.1.fna.gz",95.56,1.71
"4709","GCF_001911005.1.fna.gz",95.92,3.02
"4710","GCF_013365475.1.fna.gz",95.16,0
"4711","GCA_018668675.1.fna.gz",95.53,5.07
"4712","GCA_018653785.1.fna.gz",95.37,1.92
"4713","GCA_902647555.1.fna.gz",95.77,1.1
"4714","GCA_002500565.1.fna.gz",95.21,0
"4715","GCA_016744355.1.fna.gz",95.38,1.42
"4716","GCA_903872865.1.fna.gz",95.16,1.67
"4717","GCF_002215215.1.fna.gz",95.25,7.79
"4718","GCA_013289985.1.fna.gz",95.64,0.03
"4719","GCA_903930535.1.fna.gz",95.65,2.64
"4720","GCF_000566085.1.fna.gz",95.05,0.75
"4721","GCA_903908235.1.fna.gz",95.93,3.64
"4722","GCF_018257515.1.fna.gz",95.87,1.25
"4723","GCA_016868375.1.fna.gz",95.83,3.29
"4724","GCA_018656225.1.fna.gz",95.54,5.25
"4725","GCA_003135075.1.fna.gz",95.62,5.33
"4726","GCA_002753275.1.fna.gz",95.33,0.84
"4727","GCA_018654575.1.fna.gz",95.74,0.12
"4728","GCA_903913085.1.fna.gz",95.58,0.95
"4729","GCA_015658525.1.fna.gz",95.43,3.96
"4730","GCA_903941195.1.fna.gz",95.18,0.99
"4731","GCA_015490895.1.fna.gz",95.4,1.43
"4732","GCA_011525105.1.fna.gz",95.92,0
"4733","GCA_903911305.1.fna.gz",95.41,3.81
"4734","GCA_903921065.1.fna.gz",95.44,2.77
"4735","GCF_012102695.1.fna.gz",95.02,0
"4736","GCA_002290725.1.fna.gz",95.22,0.98
"4737","GCA_016712625.1.fna.gz",95.31,1.72
"4738","GCF_001248905.1.fna.gz",95.82,0.09
"4739","GCA_010031665.1.fna.gz",95.68,0
"4740","GCF_003262695.1.fna.gz",95.64,0.58
"4741","GCA_009775935.1.fna.gz",95.77,1.78
"4742","GCF_001295345.1.fna.gz",95.73,0.14
"4743","GCA_018672195.1.fna.gz",95.64,1.67
"4744","GCA_017984755.1.fna.gz",95.39,0.83
"4745","GCA_903937915.1.fna.gz",95.53,1.13
"4746","GCA_016703035.1.fna.gz",95.63,3.38
"4747","GCF_002875165.1.fna.gz",95.7,0.86
"4748","GCA_015488375.1.fna.gz",95.8,5.88
"4749","GCA_900009835.1.fna.gz",95.01,0.77
"4750","GCA_001294705.1.fna.gz",95.91,2.28
"4751","GCA_905199015.1.fna.gz",95.96,1.03
"4752","GCA_007998065.1.fna.gz",95.55,0.89
"4753","GCA_902616145.1.fna.gz",95.18,0
"4754","GCF_012102605.1.fna.gz",95.02,0
"4755","GCA_016703325.1.fna.gz",95.16,0.62
"4756","GCA_002341705.1.fna.gz",95.88,0
"4757","GCA_903841625.1.fna.gz",93.36,3.65
"4758","GCA_903814165.1.fna.gz",94,0
"4759","GCA_018334715.1.fna.gz",93.1,4.57
"4760","GCF_003732485.1.fna.gz",94,2.06
"4761","GCA_002868855.1.fna.gz",93.35,5.53
"4762","GCA_905478165.1.fna.gz",93.6,3.55
"4763","GCF_003391335.1.fna.gz",93.12,0
"4764","GCF_002019545.1.fna.gz",93.23,2.85
"4765","GCA_016868255.1.fna.gz",93.23,1.39
"4766","GCA_903907065.1.fna.gz",93.26,4.35
"4767","GCF_001881495.1.fna.gz",93.02,0.58
"4768","GCA_902646275.1.fna.gz",93.38,1.22
"4769","GCA_015485215.1.fna.gz",93.24,8.41
"4770","GCA_004211905.1.fna.gz",93.84,0
"4771","GCF_002030465.1.fna.gz",93.24,0.33
"4772","GCA_004173095.1.fna.gz",93.11,4.49
"4773","GCF_000777835.1.fna.gz",93.94,0.96
"4774","GCA_001725555.1.fna.gz",93.07,1.12
"4775","GCA_001768845.1.fna.gz",93.55,0
"4776","GCA_002304785.1.fna.gz",93.74,3.12
"4777","GCA_016869935.1.fna.gz",93.55,3.23
"4778","GCA_002341785.1.fna.gz",93.11,0.48
"4779","GCA_003136395.1.fna.gz",93.85,3.38
"4780","GCA_002325505.1.fna.gz",93.8,0.16
"4781","GCA_018623515.1.fna.gz",93.51,2.2
"4782","GCF_900707035.1.fna.gz",93.97,1.15
"4783","GCF_001557005.1.fna.gz",93.16,3.65
"4784","GCA_900635525.1.fna.gz",93.6,0.21
"4785","GCA_903835915.1.fna.gz",93.15,1.98
"4786","GCA_903930335.1.fna.gz",93.72,3.34
"4787","GCA_002430855.1.fna.gz",93.18,1.05
"4788","GCA_018241565.1.fna.gz",93.02,1.94
"4789","GCA_900706975.1.fna.gz",93.75,2.6
"4790","GCA_017309255.1.fna.gz",93.07,0.57
"4791","GCA_018697255.1.fna.gz",93.43,0.5
"4792","GCF_005938405.1.fna.gz",93.9,0.22
"4793","GCA_018703245.1.fna.gz",93.83,2.96
"4794","GCA_011052215.1.fna.gz",93.81,0.88
"4795","GCF_900111105.1.fna.gz",93.16,0.85
"4796","GCA_903934065.1.fna.gz",93.19,0.32
"4797","GCA_903924855.1.fna.gz",93.51,1.99
"4798","GCA_900317455.1.fna.gz",93.2,1.67
"4799","GCA_903945045.1.fna.gz",93.58,4.24
"4800","GCA_902629935.1.fna.gz",93.43,0.32
"4801","GCA_003550545.1.fna.gz",93.71,4.76
"4802","GCA_017854285.1.fna.gz",93.03,1.98
"4803","GCF_019186745.1.fna.gz",93.59,1
"4804","GCA_002434875.1.fna.gz",93.34,1.8
"4805","GCA_902643365.1.fna.gz",94,0.21
"4806","GCA_002293385.1.fna.gz",93.09,0.8
"4807","GCA_903926215.1.fna.gz",93.13,2.79
"4808","GCA_002746295.2.fna.gz",93.18,1.05
"4809","GCA_002349085.1.fna.gz",93.56,1.47
"4810","GCA_903948025.1.fna.gz",93.59,1.25
"4811","GCA_902755215.1.fna.gz",93.2,1.67
"4812","GCA_903930675.1.fna.gz",93.75,2.28
"4813","GCA_002324005.1.fna.gz",93.8,0.77
"4814","GCA_003359225.2.fna.gz",93.41,0.4
"4815","GCA_016202695.1.fna.gz",93.07,1
"4816","GCA_016870035.1.fna.gz",93.17,1.12
"4817","GCA_002685995.1.fna.gz",93.47,1.37
"4818","GCF_001893865.1.fna.gz",93.1,0.27
"4819","GCA_016124455.1.fna.gz",93.65,0
"4820","GCA_903875005.1.fna.gz",93.43,0.69
"4821","GCA_002388935.1.fna.gz",93.72,0.49
"4822","GCF_000444625.1.fna.gz",93.12,0.23
"4823","GCA_903924965.1.fna.gz",93.47,0.85
"4824","GCA_002365525.1.fna.gz",93.57,2.57
"4825","GCA_002381745.1.fna.gz",93.38,0.27
"4826","GCA_002694315.1.fna.gz",93.93,0.69
"4827","GCF_003111805.1.fna.gz",93.15,0.12
"4828","GCA_002366485.1.fna.gz",93.65,0.49
"4829","GCF_000257605.1.fna.gz",93.48,0.73
"4830","GCA_005878165.1.fna.gz",93.33,2.01
"4831","GCA_005878075.1.fna.gz",93.9,5.21
"4832","GCA_001464055.1.fna.gz",93.15,1.82
"4833","GCA_019247795.1.fna.gz",93.92,2.83
"4834","GCA_018651845.1.fna.gz",93.9,1.37
"4835","GCF_015209785.1.fna.gz",93.24,0.23
"4836","GCA_001464835.1.fna.gz",93.3,0.47
"4837","GCA_002345345.1.fna.gz",93.56,1.5
"4838","GCA_001464815.1.fna.gz",93.21,0.36
"4839","GCA_009921825.1.fna.gz",93.16,0
"4840","GCA_002396725.1.fna.gz",93.12,0.63
"4841","GCA_018698415.1.fna.gz",93.04,0.81
"4842","GCA_002172915.1.fna.gz",93.83,3.48
"4843","GCA_018646825.1.fna.gz",93.62,2.64
"4844","GCA_900766255.1.fna.gz",93.7,0
"4845","GCA_017478165.1.fna.gz",93.73,0.19
"4846","GCA_018667365.1.fna.gz",93.52,1.13
"4847","GCF_000191325.1.fna.gz",93.47,5.11
"4848","GCF_900096755.1.fna.gz",93.51,0.41
"4849","GCA_002415125.1.fna.gz",93.57,0.11
"4850","GCF_002759055.1.fna.gz",93.39,1.13
"4851","GCA_002343145.1.fna.gz",93.02,1.7
"4852","GCA_002477045.1.fna.gz",93.1,1.55
"4853","GCA_002841115.1.fna.gz",93.99,1.73
"4854","GCA_004525885.1.fna.gz",93.1,2.56
"4855","GCA_012517025.1.fna.gz",93.92,2.87
"4856","GCA_902581795.1.fna.gz",93.98,0
"4857","GCA_005878205.1.fna.gz",91.74,3.89
"4858","GCA_001770545.1.fna.gz",91.68,4.27
"4859","GCA_903870985.1.fna.gz",91.28,3.9
"4860","GCA_002388625.1.fna.gz",91.64,3.58
"4861","GCA_002333285.1.fna.gz",91.5,0.16
"4862","GCA_008638125.1.fna.gz",91.57,1.2
"4863","GCA_011777335.1.fna.gz",91.12,6.4
"4864","GCA_002163005.1.fna.gz",91.25,3.41
"4865","GCA_016218365.1.fna.gz",91.64,0.88
"4866","GCA_016764775.1.fna.gz",91.4,2.12
"4867","GCA_002696935.1.fna.gz",91.4,1.27
"4868","GCA_018607725.1.fna.gz",91.62,5.06
"4869","GCA_002386465.1.fna.gz",91.6,0.62
"4870","GCA_902606115.1.fna.gz",91.09,0
"4871","GCA_004283095.1.fna.gz",91.52,3.61
"4872","GCA_003567475.1.fna.gz",91.24,1.5
"4873","GCA_016710825.1.fna.gz",91.27,3.47
"4874","GCA_902624315.1.fna.gz",91.76,0
"4875","GCA_903902075.1.fna.gz",91.2,2.32
"4876","GCF_902387915.1.fna.gz",91.35,0
"4877","GCA_018815405.1.fna.gz",91.58,0.55
"4878","GCF_900448245.1.fna.gz",91.4,0.04
"4879","GCA_016714425.1.fna.gz",91.74,3.15
"4880","GCA_002083695.1.fna.gz",91.08,0.19
"4881","GCA_903940095.1.fna.gz",91.26,0.6
"4882","GCA_013216065.1.fna.gz",91.4,0
"4883","GCA_016000105.1.fna.gz",91.99,0.21
"4884","GCF_002965805.1.fna.gz",91.9,0.1
"4885","GCA_012515175.1.fna.gz",91.14,5.81
"4886","GCA_018663705.1.fna.gz",91.94,1.91
"4887","GCA_903905545.1.fna.gz",91.3,1
"4888","GCA_004173415.1.fna.gz",91.91,4.66
"4889","GCA_004211245.1.fna.gz",91.77,3.57
"4890","GCA_903881185.1.fna.gz",91.7,2.43
"4891","GCA_011052285.1.fna.gz",91.29,1.86
"4892","GCA_900551585.1.fna.gz",91.22,3.05
"4893","GCA_002684405.1.fna.gz",91.27,0.14
"4894","GCA_902615975.1.fna.gz",91.71,0
"4895","GCA_002296545.1.fna.gz",91.97,2.44
"4896","GCA_002359735.1.fna.gz",91.61,0.87
"4897","GCA_013001165.1.fna.gz",91.25,2.89
"4898","GCA_018714205.1.fna.gz",91.15,0.62
"4899","GCA_903833135.1.fna.gz",91.94,4.86
"4900","GCA_008933665.1.fna.gz",91.08,2.75
"4901","GCA_013349335.1.fna.gz",91.17,5.22
"4902","GCA_002448575.1.fna.gz",91.82,1.23
"4903","GCA_903873725.1.fna.gz",91.87,4.84
"4904","GCA_007135395.1.fna.gz",91.91,3.49
"4905","GCA_000467005.1.fna.gz",91.28,1.07
"4906","GCA_002402245.1.fna.gz",91.38,2.02
"4907","GCA_902647615.1.fna.gz",91.17,0.8
"4908","GCA_002388485.1.fna.gz",91.75,0.37
"4909","GCA_018374105.1.fna.gz",91.88,4.83
"4910","GCA_002429895.1.fna.gz",91.27,0.82
"4911","GCA_019104865.1.fna.gz",91.22,4.34
"4912","GCA_009467855.1.fna.gz",91.43,0.28
"4913","GCA_001683845.1.fna.gz",91.45,0.37
"4914","GCA_001556215.1.fna.gz",91.22,0
"4915","GCA_902570155.1.fna.gz",91.57,0
"4916","GCA_903945475.1.fna.gz",91.58,0.09
"4917","GCA_903902695.1.fna.gz",91.78,3.71
"4918","GCA_018448495.1.fna.gz",91.72,0.32
"4919","GCA_018659715.1.fna.gz",91.07,5.01
"4920","GCA_902109495.1.fna.gz",91.92,0.07
"4921","GCA_002168075.1.fna.gz",91.97,4.93
"4922","GCA_009781085.1.fna.gz",91.16,1.01
"4923","GCA_001626765.1.fna.gz",91.97,0.68
"4924","GCA_002415545.1.fna.gz",91.89,1.24
"4925","GCA_017986985.1.fna.gz",92,1.64
"4926","GCA_017858595.1.fna.gz",91.26,3.4
"4927","GCA_903919155.1.fna.gz",91.91,4.98
"4928","GCA_903927045.1.fna.gz",91.7,4.85
"4929","GCA_900755765.1.fna.gz",91.93,0
"4930","GCA_902647745.1.fna.gz",91.5,1.5
"4931","GCA_001566805.1.fna.gz",91.73,0.26
"4932","GCA_016706095.1.fna.gz",91.82,2.29
"4933","GCA_903863985.1.fna.gz",91.85,3.52
"4934","GCA_005881935.1.fna.gz",91.67,3.82
"4935","GCA_900768985.1.fna.gz",91.04,0.62
"4936","GCA_016721865.1.fna.gz",91.61,0.4
"4937","GCA_014872225.1.fna.gz",91.91,1.54
"4938","GCA_018645745.1.fna.gz",91.97,3.05
"4939","GCA_016711925.1.fna.gz",91.26,2.35
"4940","GCA_011523045.1.fna.gz",91.7,2.51
"4941","GCA_016711955.1.fna.gz",91.29,4.07
"4942","GCA_004299465.1.fna.gz",91.71,5.36
"4943","GCA_903905865.1.fna.gz",91.47,0.66
"4944","GCA_016703435.1.fna.gz",91.3,2.55
"4945","GCA_003563155.1.fna.gz",91.78,3.2
"4946","GCA_016721605.1.fna.gz",91.31,1.41
"4947","GCA_900197625.1.fna.gz",91.44,8.16
"4948","GCA_018066785.1.fna.gz",91.26,2.27
"4949","GCA_002414755.1.fna.gz",91.5,1.74
"4950","GCA_902540275.1.fna.gz",91.86,0
"4951","GCA_902610585.1.fna.gz",91.14,0
"4952","GCA_002432765.1.fna.gz",91.31,2.13
"4953","GCA_002683235.1.fna.gz",91.46,4.18
"4954","GCA_002341165.1.fna.gz",91.06,0.36
"4955","GCA_016860865.1.fna.gz",91.11,0.52
"4956","GCA_018693955.1.fna.gz",91.92,0.76
"4957","GCA_014653385.1.fna.gz",89.65,0.24
"4958","GCA_015062245.1.fna.gz",89.25,0
"4959","GCA_011088025.1.fna.gz",89.63,2.44
"4960","GCA_006226415.1.fna.gz",89.66,3.76
"4961","GCA_001724185.1.fna.gz",89.75,4
"4962","GCA_902580895.1.fna.gz",89.52,0
"4963","GCA_005888905.1.fna.gz",89.56,2.32
"4964","GCA_002386595.1.fna.gz",89.72,0.63
"4965","GCA_902547585.1.fna.gz",89.96,0
"4966","GCA_018663725.1.fna.gz",89.14,1.81
"4967","GCA_018069485.1.fna.gz",89.52,3.19
"4968","GCA_013204265.1.fna.gz",89.12,3.17
"4969","GCA_018222665.1.fna.gz",89.14,2.23
"4970","GCA_902580275.1.fna.gz",89.96,0
"4971","GCA_009777245.1.fna.gz",89.2,1.1
"4972","GCA_015659555.1.fna.gz",89.96,2.74
"4973","GCA_018607705.1.fna.gz",89.09,2.47
"4974","GCA_003577275.1.fna.gz",89.5,0
"4975","GCA_018664865.1.fna.gz",89.13,1.86
"4976","GCA_903839335.1.fna.gz",89.94,2.35
"4977","GCA_001874665.1.fna.gz",89.5,0.62
"4978","GCA_015657675.1.fna.gz",89.13,1.49
"4979","GCA_902577905.1.fna.gz",89.76,0
"4980","GCA_017615655.1.fna.gz",89.01,0
"4981","GCA_013002295.1.fna.gz",89.81,0.29
"4982","GCA_018662505.1.fna.gz",89.16,1.75
"4983","GCA_018066905.1.fna.gz",89.74,0.99
"4984","GCA_002718345.1.fna.gz",89.73,1.68
"4985","GCA_903924935.1.fna.gz",89.98,3.97
"4986","GCA_903857375.1.fna.gz",89.07,4.58
"4987","GCA_019234295.1.fna.gz",89.14,1.05
"4988","GCA_018241475.1.fna.gz",89.65,0.49
"4989","GCA_905235865.1.fna.gz",89.13,4.84
"4990","GCA_011391645.1.fna.gz",89.91,0
"4991","GCA_903904015.1.fna.gz",89.54,2.02
"4992","GCA_018658145.1.fna.gz",89.48,4.64
"4993","GCA_905208865.1.fna.gz",89.69,0
"4994","GCA_004296815.1.fna.gz",89.06,2.11
"4995","GCA_018058335.1.fna.gz",89.24,5.69
"4996","GCA_016792685.1.fna.gz",89.61,1.24
"4997","GCA_012511555.1.fna.gz",89.96,1.94
"4998","GCA_002381845.1.fna.gz",89.75,0.55
